playerTeam,home_or_away,result
PHI,HOME,lose
PIT,AWAY,win
PIT,HOME,lose
PIT,AWAY,win
PIT,AWAY,win
PIT,HOME,win
PIT,HOME,win
PIT,AWAY,lose
PIT,AWAY,lose
PIT,HOME,win
PIT,AWAY,lose
PIT,HOME,lose
PIT,HOME,lose
PIT,HOME,win
PIT,HOME,win
PIT,AWAY,lose
PIT,HOME,lose
PIT,HOME,lose
PIT,AWAY,lose
PIT,AWAY,win
PIT,AWAY,win
PIT,HOME,win
PIT,AWAY,win
PIT,HOME,lose
PIT,AWAY,lose
PIT,HOME,win
PIT,HOME,lose
PIT,AWAY,lose
PIT,HOME,win
PIT,AWAY,lose
PIT,AWAY,win
PIT,HOME,draw
PIT,AWAY,lose
PIT,AWAY,lose
PIT,AWAY,lose
PIT,HOME,win
PIT,AWAY,draw
PIT,AWAY,lose
PIT,HOME,win
PIT,HOME,draw
PIT,AWAY,lose
PIT,AWAY,win
PIT,HOME,win
PIT,HOME,win
PIT,HOME,lose
PIT,AWAY,win
PIT,HOME,lose
PIT,AWAY,win
PIT,HOME,lose
PIT,AWAY,lose
PIT,HOME,win
PIT,AWAY,lose
PIT,AWAY,lose
PIT,HOME,draw
PIT,HOME,win
PIT,HOME,win
PIT,AWAY,lose
PIT,AWAY,lose
PIT,HOME,lose
PIT,AWAY,win
PIT,HOME,lose
PIT,HOME,lose
PIT,HOME,win
PIT,HOME,win
PIT,AWAY,win
PIT,AWAY,lose
PIT,AWAY,lose
PIT,AWAY,lose
PIT,HOME,win
PIT,HOME,lose
PIT,AWAY,lose
PIT,HOME,lose
PIT,AWAY,lose
PIT,HOME,win
PIT,HOME,lose
PIT,HOME,win
PIT,AWAY,lose
PIT,AWAY,lose
PIT,AWAY,lose
PIT,HOME,win
PIT,HOME,win
PIT,AWAY,draw
PIT,AWAY,win
SEA,AWAY,lose
SEA,HOME,lose
SEA,AWAY,lose
SEA,HOME,lose
SEA,AWAY,draw
SEA,AWAY,lose
SEA,HOME,lose
SEA,AWAY,lose
SEA,HOME,win
SEA,HOME,lose
SEA,HOME,lose
SEA,HOME,win
SEA,AWAY,win
SEA,HOME,win
SEA,AWAY,lose
SEA,HOME,lose
SEA,AWAY,lose
SEA,AWAY,win
SEA,AWAY,win
SEA,AWAY,lose
SEA,HOME,win
SEA,AWAY,win
SEA,HOME,lose
SEA,HOME,win
SEA,AWAY,draw
SEA,HOME,lose
SEA,AWAY,win
SEA,AWAY,lose
SEA,HOME,lose
SEA,AWAY,lose
SEA,HOME,lose
SEA,AWAY,lose
SEA,AWAY,lose
SEA,AWAY,win
SEA,HOME,draw
SEA,AWAY,win
SEA,HOME,lose
SEA,HOME,win
SEA,HOME,lose
SEA,AWAY,lose
SEA,AWAY,draw
SEA,AWAY,lose
SEA,AWAY,lose
SEA,HOME,lose
SEA,HOME,lose
SEA,HOME,lose
SEA,HOME,win
SEA,HOME,win
SEA,HOME,draw
SEA,AWAY,lose
SEA,AWAY,win
SEA,AWAY,win
SEA,AWAY,win
SEA,HOME,win
SEA,HOME,win
SEA,HOME,win
SEA,AWAY,win
SEA,AWAY,win
SEA,AWAY,win
SEA,AWAY,lose
SEA,AWAY,lose
SEA,AWAY,lose
SEA,HOME,lose
SEA,HOME,win
SEA,HOME,lose
SEA,HOME,win
SEA,AWAY,lose
SEA,AWAY,lose
SEA,AWAY,lose
SEA,AWAY,draw
SEA,AWAY,win
SEA,HOME,lose
SEA,HOME,win
SEA,HOME,lose
SEA,HOME,draw
SEA,HOME,win
SEA,HOME,lose
SEA,AWAY,win
SEA,AWAY,win
SEA,HOME,lose
SEA,HOME,lose
SEA,HOME,lose
SJS,HOME,lose
SJS,HOME,lose
SJS,HOME,win
SJS,HOME,draw
SJS,AWAY,lose
SJS,HOME,lose
SJS,AWAY,lose
SJS,HOME,lose
SJS,HOME,draw
SJS,AWAY,lose
SJS,HOME,win
SJS,AWAY,lose
SJS,HOME,win
SJS,AWAY,lose
SJS,AWAY,lose
SJS,AWAY,lose
SJS,AWAY,win
SJS,AWAY,lose
SJS,AWAY,lose
SJS,HOME,lose
SJS,AWAY,win
SJS,HOME,win
SJS,AWAY,win
SJS,HOME,win
SJS,AWAY,draw
SJS,HOME,win
SJS,HOME,win
SJS,AWAY,lose
SJS,AWAY,lose
SJS,AWAY,lose
SJS,AWAY,lose
SJS,HOME,lose
SJS,HOME,lose
SJS,AWAY,lose
SJS,AWAY,lose
SJS,HOME,lose
SJS,AWAY,lose
SJS,HOME,lose
SJS,HOME,lose
SJS,HOME,lose
SJS,AWAY,lose
SJS,AWAY,win
SJS,AWAY,lose
SJS,AWAY,lose
SJS,AWAY,draw
SJS,HOME,win
SJS,AWAY,draw
SJS,HOME,win
SJS,HOME,lose
SJS,HOME,win
SJS,AWAY,lose
SJS,AWAY,lose
SJS,AWAY,win
SJS,HOME,lose
SJS,HOME,lose
SJS,HOME,lose
SJS,HOME,lose
SJS,HOME,lose
SJS,AWAY,draw
SJS,AWAY,lose
SJS,HOME,lose
SJS,HOME,lose
SJS,HOME,win
SJS,AWAY,lose
SJS,AWAY,lose
SJS,AWAY,lose
SJS,AWAY,lose
SJS,AWAY,lose
SJS,HOME,lose
SJS,HOME,lose
SJS,HOME,lose
SJS,AWAY,lose
SJS,AWAY,win
SJS,HOME,lose
SJS,HOME,lose
SJS,HOME,win
SJS,HOME,lose
SJS,HOME,lose
SJS,AWAY,win
SJS,HOME,lose
SJS,AWAY,lose
SJS,AWAY,lose
STL,AWAY,draw
STL,AWAY,lose
STL,HOME,draw
STL,AWAY,win
STL,HOME,lose
STL,HOME,lose
STL,HOME,win
STL,AWAY,lose
STL,AWAY,lose
STL,AWAY,lose
STL,AWAY,win
STL,HOME,lose
STL,AWAY,lose
STL,HOME,win
STL,AWAY,lose
STL,HOME,win
STL,HOME,win
STL,AWAY,lose
STL,HOME,win
STL,AWAY,win
STL,HOME,lose
STL,HOME,win
STL,HOME,win
STL,HOME,win
STL,AWAY,win
STL,HOME,lose
STL,HOME,win
STL,AWAY,lose
STL,AWAY,lose
STL,HOME,win
STL,AWAY,lose
STL,AWAY,draw
STL,AWAY,win
STL,HOME,lose
STL,AWAY,win
STL,HOME,win
STL,HOME,lose
STL,HOME,lose
STL,AWAY,win
STL,HOME,lose
STL,AWAY,lose
STL,AWAY,lose
STL,HOME,win
STL,HOME,win
STL,AWAY,win
STL,AWAY,win
STL,AWAY,win
STL,HOME,win
STL,HOME,lose
STL,AWAY,win
STL,AWAY,win
STL,AWAY,lose
STL,HOME,win
STL,HOME,lose
STL,HOME,lose
STL,HOME,win
STL,AWAY,lose
STL,AWAY,lose
STL,AWAY,lose
STL,HOME,win
STL,AWAY,draw
STL,AWAY,lose
STL,AWAY,lose
STL,AWAY,lose
STL,AWAY,win
STL,HOME,win
STL,HOME,draw
STL,HOME,win
STL,HOME,lose
STL,AWAY,win
STL,AWAY,win
STL,HOME,lose
STL,HOME,win
STL,HOME,lose
STL,HOME,win
STL,AWAY,lose
STL,AWAY,lose
STL,AWAY,draw
STL,HOME,win
STL,HOME,lose
STL,HOME,win
STL,AWAY,draw
TBL,HOME,win
TBL,HOME,lose
TBL,AWAY,lose
TBL,HOME,win
TBL,AWAY,lose
TBL,AWAY,lose
TBL,AWAY,lose
TBL,AWAY,lose
TBL,HOME,win
TBL,HOME,lose
TBL,HOME,lose
TBL,HOME,win
TBL,HOME,win
TBL,AWAY,lose
TBL,HOME,win
TBL,HOME,lose
TBL,AWAY,lose
TBL,AWAY,win
TBL,AWAY,lose
TBL,AWAY,win
TBL,HOME,lose
TBL,HOME,lose
TBL,AWAY,lose
TBL,AWAY,win
TBL,HOME,win
TBL,HOME,win
TBL,HOME,lose
TBL,AWAY,win
TBL,AWAY,lose
TBL,AWAY,lose
TBL,HOME,lose
TBL,AWAY,lose
TBL,HOME,win
TBL,HOME,win
TBL,AWAY,lose
TBL,AWAY,win
TBL,AWAY,lose
TBL,AWAY,win
TBL,AWAY,lose
TBL,HOME,win
TBL,HOME,win
TBL,AWAY,draw
TBL,HOME,lose
TBL,HOME,lose
TBL,HOME,win
TBL,AWAY,lose
TBL,AWAY,win
TBL,AWAY,lose
TBL,HOME,win
TBL,HOME,win
TBL,HOME,win
TBL,HOME,win
TBL,AWAY,win
TBL,AWAY,lose
TBL,AWAY,win
TBL,HOME,win
TBL,HOME,win
TBL,AWAY,lose
TBL,AWAY,lose
TBL,AWAY,win
TBL,AWAY,draw
TBL,HOME,win
TBL,HOME,lose
TBL,HOME,lose
TBL,HOME,lose
TBL,AWAY,win
TBL,AWAY,win
TBL,AWAY,lose
TBL,HOME,lose
TBL,HOME,draw
TBL,HOME,lose
TBL,HOME,win
TBL,HOME,win
TBL,AWAY,win
TBL,AWAY,win
TBL,AWAY,win
TBL,AWAY,lose
TBL,AWAY,win
TBL,HOME,win
TBL,HOME,win
TBL,HOME,lose
TBL,AWAY,win
TBL,AWAY,win
TBL,AWAY,lose
TBL,HOME,win
TBL,HOME,draw
TBL,AWAY,lose
TOR,HOME,draw
TOR,AWAY,lose
TOR,AWAY,lose
TOR,AWAY,win
TOR,HOME,win
TOR,HOME,lose
TOR,HOME,lose
TOR,HOME,lose
TOR,HOME,lose
TOR,AWAY,win
TOR,AWAY,win
TOR,HOME,win
TOR,AWAY,lose
TOR,AWAY,lose
TOR,AWAY,win
TOR,AWAY,win
TOR,AWAY,win
TOR,AWAY,win
TOR,HOME,win
TOR,AWAY,win
TOR,AWAY,lose
TOR,AWAY,lose
TOR,HOME,lose
TOR,HOME,lose
TOR,HOME,lose
TOR,AWAY,draw
TOR,AWAY,lose
TOR,HOME,lose
TOR,AWAY,win
TOR,HOME,win
TOR,AWAY,lose
TOR,HOME,lose
TOR,AWAY,win
TOR,HOME,draw
TOR,HOME,win
TOR,HOME,win
TOR,AWAY,win
TOR,AWAY,win
TOR,HOME,lose
TOR,AWAY,win
TOR,HOME,win
TOR,AWAY,lose
TOR,AWAY,lose
TOR,AWAY,lose
TOR,HOME,win
TOR,HOME,draw
TOR,HOME,win
TOR,HOME,draw
TOR,HOME,win
TOR,HOME,lose
TOR,AWAY,win
TOR,AWAY,win
TOR,AWAY,win
TOR,HOME,win
TOR,AWAY,win
TOR,AWAY,lose
TOR,AWAY,win
TOR,AWAY,win
TOR,HOME,lose
TOR,HOME,lose
TOR,HOME,win
TOR,HOME,win
TOR,HOME,draw
TOR,HOME,lose
TOR,HOME,lose
TOR,AWAY,lose
TOR,HOME,win
TOR,AWAY,win
TOR,AWAY,lose
TOR,HOME,lose
TOR,AWAY,win
TOR,AWAY,win
TOR,HOME,draw
TOR,AWAY,lose
TOR,AWAY,win
TOR,HOME,win
TOR,AWAY,lose
TOR,HOME,lose
TOR,HOME,win
TOR,AWAY,win
TOR,HOME,win
TOR,HOME,lose
TOR,AWAY,win
TOR,HOME,win
TOR,AWAY,win
TOR,HOME,lose
TOR,HOME,lose
TOR,AWAY,lose
TOR,AWAY,lose
VAN,HOME,win
VAN,HOME,win
VAN,HOME,lose
VAN,HOME,win
VAN,HOME,lose
VAN,HOME,lose
VAN,HOME,win
VAN,AWAY,win
VAN,HOME,win
VAN,AWAY,win
VAN,HOME,win
VAN,AWAY,lose
VAN,HOME,lose
VAN,AWAY,win
VAN,HOME,lose
VAN,AWAY,lose
VAN,HOME,win
VAN,HOME,lose
VAN,AWAY,lose
VAN,AWAY,win
VAN,AWAY,win
VAN,AWAY,win
VAN,AWAY,lose
VAN,AWAY,win
VAN,HOME,win
VAN,HOME,win
VAN,HOME,lose
VAN,HOME,win
VAN,AWAY,win
VAN,HOME,lose
VAN,HOME,win
VAN,HOME,lose
VAN,AWAY,lose
VAN,AWAY,win
VAN,HOME,win
VAN,AWAY,lose
VAN,AWAY,win
VAN,HOME,win
VAN,HOME,win
VAN,AWAY,lose
VAN,HOME,win
VAN,HOME,lose
VAN,AWAY,win
VAN,AWAY,lose
VAN,AWAY,win
VAN,HOME,win
VAN,AWAY,lose
VAN,HOME,lose
VAN,HOME,win
VAN,AWAY,lose
VAN,AWAY,win
VAN,AWAY,lose
VAN,HOME,win
VAN,HOME,lose
VAN,AWAY,win
VAN,HOME,lose
VAN,HOME,win
VAN,HOME,win
VAN,HOME,win
VAN,HOME,win
VAN,AWAY,draw
VAN,AWAY,win
VAN,AWAY,win
VAN,AWAY,lose
VAN,HOME,win
VAN,HOME,lose
VAN,HOME,win
VAN,AWAY,lose
VAN,AWAY,win
VAN,AWAY,win
VAN,AWAY,win
VAN,AWAY,win
VAN,AWAY,win
VAN,AWAY,draw
VAN,HOME,win
VAN,HOME,win
VAN,HOME,win
VAN,HOME,lose
VAN,HOME,win
VAN,AWAY,win
VAN,AWAY,lose
VAN,AWAY,lose
VAN,AWAY,win
VAN,AWAY,win
VAN,HOME,win
VAN,HOME,lose
VAN,AWAY,win
VAN,AWAY,lose
VAN,AWAY,lose
VAN,HOME,win
VAN,HOME,lose
VAN,HOME,lose
VAN,AWAY,win
VAN,AWAY,win
VAN,AWAY,win
VGK,HOME,win
VGK,AWAY,win
VGK,AWAY,win
VGK,AWAY,win
VGK,HOME,win
VGK,AWAY,lose
VGK,HOME,draw
VGK,AWAY,win
VGK,AWAY,win
VGK,HOME,win
VGK,AWAY,win
VGK,HOME,lose
VGK,HOME,win
VGK,HOME,lose
VGK,HOME,lose
VGK,HOME,lose
VGK,AWAY,draw
VGK,HOME,win
VGK,HOME,draw
VGK,AWAY,lose
VGK,HOME,win
VGK,HOME,win
VGK,HOME,win
VGK,HOME,win
VGK,AWAY,lose
VGK,AWAY,win
VGK,HOME,lose
VGK,AWAY,lose
VGK,HOME,win
VGK,AWAY,lose
VGK,AWAY,lose
VGK,AWAY,win
VGK,AWAY,win
VGK,AWAY,win
VGK,AWAY,lose
VGK,HOME,win
VGK,AWAY,lose
VGK,AWAY,lose
VGK,AWAY,win
VGK,AWAY,lose
VGK,HOME,lose
VGK,AWAY,lose
VGK,AWAY,lose
VGK,HOME,win
VGK,AWAY,draw
VGK,HOME,win
VGK,AWAY,win
VGK,HOME,win
VGK,HOME,win
VGK,HOME,lose
VGK,HOME,lose
VGK,AWAY,win
VGK,AWAY,win
VGK,HOME,draw
VGK,HOME,win
VGK,HOME,lose
VGK,HOME,win
VGK,AWAY,lose
VGK,AWAY,lose
VGK,AWAY,lose
VGK,AWAY,lose
VGK,HOME,win
VGK,AWAY,lose
VGK,HOME,lose
VGK,HOME,win
VGK,AWAY,lose
VGK,HOME,win
VGK,HOME,lose
VGK,HOME,win
VGK,HOME,win
VGK,HOME,win
VGK,AWAY,lose
VGK,AWAY,win
VGK,AWAY,win
VGK,AWAY,lose
VGK,HOME,win
VGK,AWAY,win
VGK,HOME,lose
VGK,HOME,lose
VGK,AWAY,win
VGK,HOME,lose
VGK,HOME,lose
VGK,AWAY,draw
VGK,AWAY,win
VGK,AWAY,lose
VGK,AWAY,lose
VGK,AWAY,lose
VGK,HOME,lose
VGK,HOME,win
WPG,HOME,win
WPG,AWAY,lose
WPG,HOME,win
WPG,HOME,win
WPG,AWAY,win
WPG,HOME,win
WPG,AWAY,win
WPG,HOME,lose
WPG,AWAY,lose
WPG,HOME,lose
WPG,AWAY,win
WPG,AWAY,lose
WPG,HOME,win
WPG,HOME,lose
WPG,HOME,lose
WPG,AWAY,lose
WPG,HOME,win
WPG,AWAY,win
WPG,HOME,win
WPG,HOME,lose
WPG,AWAY,lose
WPG,HOME,win
WPG,HOME,win
WPG,AWAY,win
WPG,AWAY,win
WPG,AWAY,draw
WPG,HOME,win
WPG,HOME,lose
WPG,AWAY,win
WPG,AWAY,lose
WPG,AWAY,win
WPG,AWAY,win
WPG,AWAY,win
WPG,AWAY,win
WPG,HOME,win
WPG,HOME,win
WPG,HOME,win
WPG,HOME,lose
WPG,HOME,lose
WPG,HOME,win
WPG,HOME,win
WPG,HOME,win
WPG,AWAY,win
WPG,HOME,win
WPG,AWAY,lose
WPG,AWAY,win
WPG,AWAY,lose
WPG,AWAY,win
WPG,HOME,lose
WPG,AWAY,lose
WPG,AWAY,lose
WPG,HOME,lose
WPG,AWAY,lose
WPG,HOME,lose
WPG,HOME,win
WPG,HOME,win
WPG,AWAY,win
WPG,AWAY,lose
WPG,HOME,win
WPG,AWAY,win
WPG,HOME,win
WPG,HOME,win
WPG,AWAY,lose
WPG,AWAY,win
WPG,AWAY,win
WPG,HOME,lose
WPG,AWAY,win
WPG,AWAY,lose
WPG,HOME,win
WPG,HOME,lose
WPG,HOME,win
WPG,AWAY,win
WPG,AWAY,win
WPG,AWAY,lose
WPG,AWAY,lose
WPG,AWAY,lose
WPG,HOME,lose
WPG,HOME,lose
WPG,HOME,lose
WPG,HOME,win
WPG,HOME,win
WPG,AWAY,win
WPG,AWAY,win
WPG,AWAY,win
WPG,AWAY,win
WPG,HOME,win
WPG,HOME,win
WSH,HOME,lose
WSH,HOME,win
WSH,HOME,draw
WSH,HOME,lose
WSH,AWAY,lose
WSH,AWAY,win
WSH,AWAY,lose
WSH,AWAY,win
WSH,HOME,lose
WSH,HOME,win
WSH,AWAY,win
WSH,HOME,win
WSH,HOME,draw
WSH,HOME,win
WSH,HOME,win
WSH,HOME,lose
WSH,HOME,lose
WSH,AWAY,lose
WSH,AWAY,lose
WSH,AWAY,win
WSH,AWAY,lose
WSH,AWAY,win
WSH,HOME,lose
WSH,AWAY,lose
WSH,HOME,lose
WSH,AWAY,lose
WSH,HOME,draw
WSH,HOME,win
WSH,AWAY,win
WSH,AWAY,draw
WSH,AWAY,lose
WSH,AWAY,draw
WSH,HOME,win
WSH,AWAY,win
WSH,HOME,draw
WSH,AWAY,lose
WSH,AWAY,lose
WSH,HOME,draw
WSH,AWAY,win
WSH,HOME,lose
WSH,HOME,lose
WSH,HOME,win
WSH,HOME,lose
WSH,HOME,win
WSH,AWAY,lose
WSH,HOME,win
WSH,HOME,win
WSH,AWAY,lose
WSH,AWAY,lose
WSH,AWAY,lose
WSH,AWAY,lose
WSH,HOME,lose
WSH,AWAY,lose
WSH,AWAY,win
WSH,HOME,lose
WSH,HOME,lose
WSH,AWAY,win
WSH,HOME,win
WSH,AWAY,win
WSH,AWAY,lose
WSH,HOME,win
WSH,AWAY,lose
WSH,HOME,win
WSH,HOME,lose
WSH,AWAY,win
WSH,HOME,win
WSH,AWAY,lose
WSH,AWAY,lose
WSH,AWAY,win
WSH,AWAY,win
WSH,AWAY,win
WSH,HOME,lose
WSH,HOME,draw
WSH,HOME,win
WSH,HOME,win
WSH,AWAY,lose
WSH,HOME,draw
WSH,AWAY,lose
WSH,HOME,lose
WSH,AWAY,lose
WSH,HOME,lose
WSH,AWAY,win
WSH,AWAY,lose
WSH,HOME,win
WSH,HOME,win
WSH,AWAY,win
